"","analyte_abbr","analyte_name","S","block","treatment","C_obs","C_obs_standardized"
"5267",2,"NO2","ISCO","Block1","MT",0.0409940955513667,-0.711418806101172
"5268",3,"TKN","ISCO","Block1","MT",1.97416316596349,-0.677878422652487
"5269",4,"pH","ISCO","Block1","MT",2.07880132890278,-1.03355807855704
"5270",5,"TP","ISCO","Block1","MT",0.0738502882190336,-1.48578708137012
"5271",6,"OP","ISCO","Block1","MT",0.0432855066137737,-1.30478110439099
"5272",7,"EC","ISCO","Block1","MT",0.0561239828283186,-0.826204456775006
"5273",8,"TSS","ISCO","Block1","MT",120.176445952528,-1.30929426023301
"5274",9,"TDS","ISCO","Block1","MT",134.423455181704,-1.08133651844056
"5275",1,"NO3","GB","Block1","MT",10.6919140213903,1.56003637173135
"5276",2,"NO2","GB","Block1","MT",0.106954468290761,0.92268222455523
"5277",3,"TKN","GB","Block1","MT",7.74335639516799,1.9201996255878
"5278",4,"pH","GB","Block1","MT",8.38886312002585,1.27807459067186
"5279",5,"TP","GB","Block1","MT",0.718501083612795,0.484178382781866
"5280",6,"OP","GB","Block1","MT",0.308320422553427,0.795281116209583
"5281",7,"EC","GB","Block1","MT",0.177185808356767,1.22391585403496
"5282",8,"TSS","GB","Block1","MT",1477.19519425013,1.78138286409045
"5283",9,"TDS","GB","Block1","MT",653.426646925464,1.52936524877198
"5284",1,"NO3","GBH","Block1","MT",8.71356950269789,0.9506613458212
"5285",2,"NO2","GBH","Block1","MT",0.104052649378136,0.850792617523563
"5286",3,"TKN","GBH","Block1","MT",4.90094781431562,0.640159411184957
"5287",4,"pH","GBH","Block1","MT",6.94906613699088,0.750618306848612
"5288",5,"TP","GBH","Block1","MT",0.689762778390908,0.396358016794734
"5289",6,"OP","GBH","Block1","MT",0.350625255013828,1.13049272440068
"5290",7,"EC","GBH","Block1","MT",0.151092327526329,0.782036055868194
"5291",8,"TSS","GBH","Block1","MT",1196.01264433976,1.14097573938628
"5292",9,"TDS","GBH","Block1","MT",615.293953006375,1.33754929660286
"5293",1,"NO3","LCS","Block2","MT",4.43448121240683,-0.367394995291399
"5294",2,"NO2","LCS","Block2","MT",0.0484726820558532,-0.526144445037171
"5295",3,"TKN","LCS","Block2","MT",3.50988032382087,0.0137110037403931
"5296",4,"pH","LCS","Block2","MT",3.4556171897063,-0.529174345291018
"5297",5,"TP","LCS","Block2","MT",0.443910345418818,-0.354933699113143
"5298",6,"OP","LCS","Block2","MT",0.244921759093367,0.292927916832045
"5299",7,"EC","LCS","Block2","MT",0.0688887848845924,-0.610039040098002
"5300",8,"TSS","LCS","Block2","MT",312.403010290476,-0.871488779776749
"5301",9,"TDS","LCS","Block2","MT",196.640957044293,-0.768368612562239
"5302",1,"NO3","ISCO","Block2","MT",2.03965412665599,-1.10505610721657
"5303",2,"NO2","ISCO","Block2","MT",0.0159731162212647,-1.33128807629001
"5304",3,"TKN","ISCO","Block2","MT",1.77200905398403,-0.768915789547507
"5305",4,"pH","ISCO","Block2","MT",0.775109320304953,-1.51115356612056
"5306",5,"TP","ISCO","Block2","MT",0.102310077760713,-1.39881782155574
"5307",6,"OP","ISCO","Block2","MT",0.0420161761588576,-1.31483892233688
"5308",7,"EC","ISCO","Block2","MT",0.0158238733757862,-1.50866626962027
"5309",8,"TSS","ISCO","Block2","MT",-36.5317124815466,-1.66620481955627
"5310",9,"TDS","ISCO","Block2","MT",56.3700181271828,-1.47396270898596
"5311",1,"NO3","GB","Block2","MT",7.69589331204488,0.637193974901804
"5312",2,"NO2","GB","Block2","MT",0.107029704245667,0.924546118683608
"5313",3,"TKN","GB","Block2","MT",3.93554135999616,0.205401687366658
"5314",4,"pH","GB","Block2","MT",6.88611059462967,0.727555127239829
"5315",5,"TP","GB","Block2","MT",0.956513535325508,1.21151217847786
"5316",6,"OP","GB","Block2","MT",0.29166309036705,0.663293095323421
"5317",7,"EC","GB","Block2","MT",0.163062526139008,0.984745268232719
"5318",8,"TSS","GB","Block2","MT",1206.22252125592,1.16422923759072
"5319",9,"TDS","GB","Block2","MT",459.787052913163,0.555314918577043
"5320",1,"NO3","GBH","Block2","MT",5.46251108631782,-0.0507384548699362
"5321",2,"NO2","GBH","Block2","MT",0.0739797090345089,0.105766160433202
"5322",3,"TKN","GBH","Block2","MT",2.00221924422163,-0.665243747725466
"5323",4,"pH","GBH","Block2","MT",5.63223469710935,0.268209310382018
"5324",5,"TP","GBH","Block2","MT",0.587267596707785,0.0831466322739044
"5325",6,"OP","GBH","Block2","MT",0.168906747406053,-0.30939368172815
"5326",7,"EC","GBH","Block2","MT",0.111463417380695,0.110940661178839
"5327",8,"TSS","GBH","Block2","MT",1042.79543890088,0.792015997675414
"5328",9,"TDS","GBH","Block2","MT",457.295101053037,0.54277984513524
"5329",1,"NO3","LCS","Block1","ST",5.18851890959043,-0.135134265718283
"5330",2,"NO2","LCS","Block1","ST",0.0432781233285232,-0.654834345012003
"5331",3,"TKN","LCS","Block1","ST",4.04701810591015,0.255603730345957
"5332",4,"pH","LCS","Block1","ST",3.41276890308868,-0.544871418068515
"5333",5,"TP","LCS","Block1","ST",0.465196186700866,-0.289887052927838
"5334",6,"OP","LCS","Block1","ST",0.141137626575462,-0.529428394320115
"5335",7,"EC","LCS","Block1","ST",0.0892003784273808,-0.26607255615297
"5336",8,"TSS","LCS","Block1","ST",639.059292904459,-0.127512986179118
"5337",9,"TDS","LCS","Block1","ST",172.698220463443,-0.888805915642241
"5338",1,"NO3","ISCO","Block1","ST",2.26024620640676,-1.03710873857396
"5339",2,"NO2","ISCO","Block1","ST",0.0065936425021325,-1.56365498137111
"5340",3,"TKN","ISCO","Block1","ST",-0.198301350668971,-1.65621839966553
"5341",4,"pH","ISCO","Block1","ST",0.666248499248692,-1.55103371922885
"5342",5,"TP","ISCO","Block1","ST",-0.0415381118457874,-1.83839839390655
"5343",6,"OP","ISCO","Block1","ST",0.00547646369323762,-1.60436933922025
"5344",7,"EC","ISCO","Block1","ST",0.00248344628392822,-1.73457960288213
"5345",8,"TSS","ISCO","Block1","ST",391.76806839121,-0.690730945848322
"5346",9,"TDS","ISCO","Block1","ST",46.1996248039772,-1.52512205491007
"5347",1,"NO3","GB","Block1","ST",5.69964621971308,0.022304549870437
"5348",2,"NO2","GB","Block1","ST",0.0876547118802281,0.444550423110253
"5349",3,"TKN","GB","Block1","ST",4.68127148058377,0.541231148997884
"5350",4,"pH","GB","Block1","ST",6.7203036389153,0.66681328535265
"5351",5,"TP","GB","Block1","ST",0.588894449327033,0.0881180733984378
"5352",6,"OP","GB","Block1","ST",0.214675451890175,0.0532646753119526
"5353",7,"EC","GB","Block1","ST",0.159861579878638,0.930538874817191
"5354",8,"TSS","GB","Block1","ST",1053.58738031445,0.816595176478815
"5355",9,"TDS","GB","Block1","ST",489.637987713224,0.70547177594362
"5356",1,"NO3","GBH","Block1","ST",4.98007790210833,-0.199338828237602
"5357",2,"NO2","GBH","Block1","ST",0.0752180275148211,0.136444239117717
"5358",3,"TKN","GBH","Block1","ST",2.80115883859302,-0.305452120102596
"5359",4,"pH","GBH","Block1","ST",5.61114786467351,0.260484344706117
"5360",5,"TP","GBH","Block1","ST",0.694531790611674,0.410931471818998
"5361",6,"OP","GBH","Block1","ST",0.230222855210709,0.176457931665117
"5362",7,"EC","GBH","Block1","ST",0.123051545478441,0.307179704112103
"5363",8,"TSS","GBH","Block1","ST",1013.38136899777,0.725024002836121
"5364",9,"TDS","GBH","Block1","ST",401.659467481872,0.26292020420274
"5365",1,"NO3","LCS","Block2","ST",1.36442242605977,-1.31304280071632
"5366",2,"NO2","LCS","Block2","ST",0.0488911642382044,-0.515776975341492
"5367",3,"TKN","LCS","Block2","ST",1.742851440977,-0.782046525732451
"5368",4,"pH","LCS","Block2","ST",2.05163239951344,-1.04351116409619
"5369",5,"TP","LCS","Block2","ST",0.225264267667635,-1.02308648061871
"5370",6,"OP","LCS","Block2","ST",0.102466979086879,-0.835843741705615
"5371",7,"EC","LCS","Block2","ST",0.0435315130418961,-1.03945151429884
"5372",8,"TSS","LCS","Block2","ST",160.023868546525,-1.21853979009101
"5373",9,"TDS","LCS","Block2","ST",182.702867896488,-0.83848030849899
"5374",1,"NO3","ISCO","Block2","ST",-0.892494886991075,-2.00822457169845
"5375",2,"NO2","ISCO","Block2","ST",-0.0161641320099792,-2.12745565806858
"5376",3,"TKN","ISCO","Block2","ST",-2.36503380998173,-2.63197702228431
"5377",4,"pH","ISCO","Block2","ST",-0.755611571554415,-2.0719189814563
"5378",5,"TP","ISCO","Block2","ST",-0.042659971857711,-1.84182664606244
"5379",6,"OP","ISCO","Block2","ST",0.00238140644568672,-1.6288937033899
"5380",7,"EC","ISCO","Block2","ST",-0.0277434031496121,-2.2464558915883
"5381",8,"TSS","ISCO","Block2","ST",202.263767676412,-1.12233633664701
"5382",9,"TDS","ISCO","Block2","ST",-103.424782930046,-2.27776618485639
"5383",1,"NO3","GB","Block2","ST",5.78988173571584,0.0500991374069603
"5384",2,"NO2","GB","Block2","ST",0.0817714935110511,0.298799682152004
"5385",3,"TKN","GB","Block2","ST",4.41802705667465,0.422682587369233
"5386",4,"pH","GB","Block2","ST",5.59792118261533,0.255638872290268
"5387",5,"TP","GB","Block2","ST",0.580743461235083,0.0632097584555407
"5388",6,"OP","GB","Block2","ST",0.152583119996685,-0.438737519705252
"5389",7,"EC","GB","Block2","ST",0.109428317701622,0.0764772853923095
"5390",8,"TSS","GB","Block2","ST",852.91811579469,0.359561029983717
"5391",9,"TDS","GB","Block2","ST",417.658728986597,0.343400056637066
"5392",1,"NO3","GBH","Block2","ST",5.0462703233327,-0.17895005974074
"5393",2,"NO2","GBH","Block2","ST",0.05929805810844,-0.25795678280751
"5394",3,"TKN","GBH","Block2","ST",2.98715210679838,-0.221692570361975
"5395",4,"pH","GBH","Block2","ST",4.21024142692945,-0.252724748202919
"5396",5,"TP","GBH","Block2","ST",0.782575534039356,0.679981219568478
"5397",6,"OP","GBH","Block2","ST",0.180278315935048,-0.219288567192409
"5398",7,"EC","GBH","Block2","ST",0.079758225369399,-0.425970605578931
"5399",8,"TSS","GBH","Block2","ST",811.488001596132,0.265201901657579
"5400",9,"TDS","GBH","Block2","ST",373.001586035978,0.118764671201121
"5401",1,"NO3","LCS","Block1","CT",8.03856457641351,0.742744503957941
"5402",2,"NO2","LCS","Block1","CT",0.0887953233512609,0.472807910189006
"5403",3,"TKN","LCS","Block1","CT",2.93121661964452,-0.246882359560993
"5404",4,"pH","LCS","Block1","CT",6.37698660189542,0.541042269957128
"5405",5,"TP","LCS","Block1","CT",0.834069142349903,0.837338707872492
"5406",6,"OP","LCS","Block1","CT",0.210192087627769,0.017739756358201
"5407",7,"EC","LCS","Block1","CT",0.124520987035165,0.332063947909346
"5408",8,"TSS","LCS","Block1","CT",763.215672232077,0.155259290849542
"5409",9,"TDS","LCS","Block1","CT",404.547556426208,0.27744793549763
"5410",1,"NO3","ISCO","Block1","CT",3.97163453653211,-0.509962279421466
"5411",2,"NO2","ISCO","Block1","CT",0.0305323820894337,-0.97059709816632
"5412",3,"TKN","ISCO","Block1","CT",2.64435631612081,-0.376066012783726
"5413",4,"pH","ISCO","Block1","CT",3.46399245571692,-0.526106144191804
"5414",5,"TP","ISCO","Block1","CT",0.532243359811742,-0.0849999784974576
"5415",6,"OP","ISCO","Block1","CT",0.0970884859014196,-0.878461410787042
"5416",7,"EC","ISCO","Block1","CT",0.0936150549149892,-0.191312259970468
"5417",8,"TSS","ISCO","Block1","CT",465.402034649341,-0.523025956235827
"5418",9,"TDS","ISCO","Block1","CT",255.315648581386,-0.473221832497413
"5419",1,"NO3","GB","Block1","CT",10.3876749969273,1.46632384508935
"5420",2,"NO2","GB","Block1","CT",0.121679125274162,1.28747059904947
"5421",3,"TKN","GB","Block1","CT",5.44392420713601,0.884681477070737
"5422",4,"pH","GB","Block1","CT",9.81146592641274,1.79923194719837
"5423",5,"TP","GB","Block1","CT",1.11746181122366,1.70334829703954
"5424",6,"OP","GB","Block1","CT",0.484247140032162,2.18927500437895
"5425",7,"EC","GB","Block1","CT",0.208827686236201,1.7597549282405
"5426",8,"TSS","GB","Block1","CT",1657.18455849821,2.19131751783118
"5427",9,"TDS","GB","Block1","CT",784.97129832214,2.19106417342563
"5428",1,"NO3","GBH","Block1","CT",9.8699030839541,1.30683834097091
"5429",2,"NO2","GBH","Block1","CT",0.129844978608764,1.48977129560533
"5430",3,"TKN","GBH","Block1","CT",5.6032366163709,0.956425663268246
"5431",4,"pH","GBH","Block1","CT",8.24340097185815,1.22478588051791
"5432",5,"TP","GBH","Block1","CT",0.939680732930208,1.16007341563048
"5433",6,"OP","GBH","Block1","CT",0.351010522898711,1.13354547889148
"5434",7,"EC","GBH","Block1","CT",0.168088813911681,1.06986288979304
"5435",8,"TSS","GBH","Block1","CT",1177.17819885782,1.09807936092918
"5436",9,"TDS","GBH","Block1","CT",675.753904722672,1.64167633339621
"5437",1,"NO3","LCS","Block2","CT",5.17475630069376,-0.139373461709554
"5438",2,"NO2","LCS","Block2","CT",0.0882145450986568,0.458419720708743
"5439",3,"TKN","LCS","Block2","CT",2.50217368691506,-0.440096034505065
"5440",4,"pH","LCS","Block2","CT",4.76677538510083,-0.0488436893749291
"5441",5,"TP","LCS","Block2","CT",0.41270770477409,-0.45028474017238
"5442",6,"OP","LCS","Block2","CT",0.22770398566204,0.156499116959416
"5443",7,"EC","LCS","Block2","CT",0.102316383360208,-0.0439596977676158
"5444",8,"TSS","LCS","Block2","CT",725.706696081499,0.0698307478092793
"5445",9,"TDS","LCS","Block2","CT",398.337727157281,0.246211109781768
"5446",1,"NO3","ISCO","Block2","CT",3.76736120390076,-0.572883103468459
"5447",2,"NO2","ISCO","Block2","CT",0.0252074222148358,-1.10251755370504
"5448",3,"TKN","ISCO","Block2","CT",3.15236914290859,-0.14728931540765
"5449",4,"pH","ISCO","Block2","CT",2.08542142061118,-1.0311328693003
"5450",5,"TP","ISCO","Block2","CT",0.206678415033146,-1.07988232741418
"5451",6,"OP","ISCO","Block2","CT",0.0221871657371293,-1.47195843057574
"5452",7,"EC","ISCO","Block2","CT",0.0345820372207197,-1.19100632583425
"5453",8,"TSS","ISCO","Block2","CT",281.470546380796,-0.941938991849753
"5454",9,"TDS","ISCO","Block2","CT",160.973254704392,-0.947785107513517
"5455",1,"NO3","GB","Block2","CT",8.62031981478514,0.921938324905964
"5456",2,"NO2","GB","Block2","CT",0.131051787009317,1.51966874416794
"5457",3,"TKN","GB","Block2","CT",7.27470111476904,1.70914706627453
"5458",4,"pH","GB","Block2","CT",8.20621561875621,1.21116337096211
"5459",5,"TP","GB","Block2","CT",0.888670588687574,1.00419332799634
"5460",6,"OP","GB","Block2","CT",0.395994179472857,1.4899833368277
"5461",7,"EC","GB","Block2","CT",0.189666867004066,1.43527622070336
"5462",8,"TSS","GB","Block2","CT",1239.40380631085,1.23980125072875
"5463",9,"TDS","GB","Block2","CT",594.381277310695,1.23235387533306
"5464",1,"NO3","GBH","Block2","CT",8.06201081357285,0.749966477300539
"5465",2,"NO2","GBH","Block2","CT",0.104497613480615,0.861816149809199
"5466",3,"TKN","GBH","Block2","CT",5.19097353454111,0.770768566955396
"5467",4,"pH","GBH","Block2","CT",7.32988888954968,0.890129193610296
"5468",5,"TP","GBH","Block2","CT",0.724738159939344,0.503238042753398
"5469",6,"OP","GBH","Block2","CT",0.266080442322612,0.460583378867507
"5470",7,"EC","GBH","Block2","CT",0.156760225269365,0.878019015251718
"5471",8,"TSS","GBH","Block2","CT",1223.36472227175,1.2032714458186
"5472",9,"TDS","GBH","Block2","CT",505.070104577487,0.783098764390453
"5473",1,"NO3","LCS","Block1","MT",5.67151149335346,0.0136384154118646
"5474",2,"NO2","LCS","Block1","MT",0.0686084712427786,-0.0273007833520494
"5475",3,"TKN","LCS","Block1","MT",4.74423778717106,0.569587172522126
"5476",4,"pH","LCS","Block1","MT",4.86074012018049,-0.0144205793395944
"5477",5,"TP","LCS","Block1","MT",0.52934741029081,-0.0938496077586412
"5478",6,"OP","LCS","Block1","MT",0.268164864550992,0.477099755051682
"5479",7,"EC","LCS","Block1","MT",0.11688194208969,0.202700615334886
"5480",8,"TSS","LCS","Block1","MT",636.267981595615,-0.13387033534613
"5481",9,"TDS","LCS","Block1","MT",332.145903745215,-0.0867485195729173
"5482",1,"NO3","ISCO","Block1","MT",3.92852243025605,-0.523241786924221
"5483",2,"NO2","ISCO","Block1","MT",0.0433688118743436,-0.652587628687652
"5484",3,"TKN","ISCO","Block1","MT",2.66499084049063,-0.366773534152619
"5485",4,"pH","ISCO","Block1","MT",2.02881739460528,-1.05186922974437
"5486",5,"TP","ISCO","Block1","MT",0.103687686580812,-1.39460803570254
"5487",6,"OP","ISCO","Block1","MT",0.137737089934575,-0.556373291387641
"5488",7,"EC","ISCO","Block1","MT",0.0463623232862772,-0.991513185657904
"5489",8,"TSS","ISCO","Block1","MT",553.575302408449,-0.322206990409603
"5490",9,"TDS","ISCO","Block1","MT",85.3205338792616,-1.32833516018086
"5491",1,"NO3","GB","Block1","MT",11.4508068700375,1.79379259818125
"5492",2,"NO2","GB","Block1","MT",0.116734524420186,1.16497315071652
"5493",3,"TKN","GB","Block1","MT",5.85463469763568,1.06963938490222
"5494",4,"pH","GB","Block1","MT",8.42603805366095,1.29169328315252
"5495",5,"TP","GB","Block1","MT",0.894592443329746,1.02228971322096
"5496",6,"OP","GB","Block1","MT",0.369524133326142,1.2802421270962
"5497",7,"EC","GB","Block1","MT",0.173584982703789,1.16293770692186
"5498",8,"TSS","GB","Block1","MT",1244.51610672194,1.25144476704204
"5499",9,"TDS","GB","Block1","MT",555.799959367913,1.03828124430319
"5500",1,"NO3","GBH","Block1","MT",7.20595553199486,0.486282015639184
"5501",2,"NO2","GBH","Block1","MT",0.108049509452716,0.949810753656073
"5502",3,"TKN","GBH","Block1","MT",7.19720075347109,1.67424582802173
"5503",4,"pH","GBH","Block1","MT",6.97182746709231,0.758956709228694
"5504",5,"TP","GBH","Block1","MT",0.730139259222009,0.519743070174958
"5505",6,"OP","GBH","Block1","MT",0.347780479606897,1.10795152322721
"5506",7,"EC","GBH","Block1","MT",0.147328451998015,0.718296742221848
"5507",8,"TSS","GBH","Block1","MT",1137.08267805144,1.00675983487284
"5508",9,"TDS","GBH","Block1","MT",418.576102512613,0.348014650003086
"5509",1,"NO3","LCS","Block2","MT",4.51190823135498,-0.343545715637691
"5510",2,"NO2","LCS","Block2","MT",0.0711701402164909,0.0361619555060614
"5511",3,"TKN","LCS","Block2","MT",2.73539190101015,-0.335069369871436
"5512",4,"pH","LCS","Block2","MT",3.62650550784593,-0.466570993362376
"5513",5,"TP","LCS","Block2","MT",0.410359230943984,-0.457461357919277
"5514",6,"OP","LCS","Block2","MT",0.198974827972535,-0.0711426580101237
"5515",7,"EC","LCS","Block2","MT",0.0712544093451477,-0.569978395603642
"5516",8,"TSS","LCS","Block2","MT",416.476858106548,-0.634455458690377
"5517",9,"TDS","LCS","Block2","MT",271.045683811245,-0.394096248250171
"5518",1,"NO3","ISCO","Block2","MT",1.28842419846679,-1.33645198019493
"5519",2,"NO2","ISCO","Block2","MT",0.0225612556735356,-1.16807363370949
"5520",3,"TKN","ISCO","Block2","MT",1.44774072493344,-0.914945640511965
"5521",4,"pH","ISCO","Block2","MT",0.626088917344939,-1.5657458099475
"5522",5,"TP","ISCO","Block2","MT",0.0501245597405614,-1.55828969216095
"5523",6,"OP","ISCO","Block2","MT",0.0199027688708699,-1.49005934961383
"5524",7,"EC","ISCO","Block2","MT",0.0214767690848076,-1.41293736203633
"5525",8,"TSS","ISCO","Block2","MT",-183.449193115896,-2.00081662733672
"5526",9,"TDS","ISCO","Block2","MT",99.6267030422696,-1.2563719397035
"5527",1,"NO3","GB","Block2","MT",8.03857308303041,0.74274712418907
"5528",2,"NO2","GB","Block2","MT",0.101273512305185,0.781942328074952
"5529",3,"TKN","GB","Block2","MT",5.75153614224641,1.02321034657391
"5530",4,"pH","GB","Block2","MT",6.99371878683392,0.766976391374821
"5531",5,"TP","GB","Block2","MT",0.729736884531315,0.518513467652198
"5532",6,"OP","GB","Block2","MT",0.264021946362737,0.444272435151782
"5533",7,"EC","GB","Block2","MT",0.144472124208867,0.669926286966433
"5534",8,"TSS","GB","Block2","MT",1056.52429414546,0.823284142570847
"5535",9,"TDS","GB","Block2","MT",428.863653213683,0.399763323658315
"5536",1,"NO3","GBH","Block2","MT",5.13665164917878,-0.151110559462168
"5537",2,"NO2","GBH","Block2","MT",0.088778850017941,0.472399800139921
"5538",3,"TKN","GBH","Block2","MT",3.24220285732057,-0.106833918589916
"5539",4,"pH","GBH","Block2","MT",5.55699823392764,0.240647129223547
"5540",5,"TP","GBH","Block2","MT",0.862214612940607,0.923347451570893
"5541",6,"OP","GBH","Block2","MT",0.219706054555848,0.0931257576436045
"5542",7,"EC","GBH","Block2","MT",0.116175228471116,0.190732780412192
"5543",8,"TSS","GBH","Block2","MT",906.138263350909,0.480772540739539
"5544",9,"TDS","GBH","Block2","MT",441.891167063283,0.465294622830611
"5545",1,"NO3","LCS","Block1","ST",4.79573180490666,-0.256121611366268
"5546",2,"NO2","LCS","Block1","ST",0.0769394516998955,0.179090769423735
"5547",3,"TKN","LCS","Block1","ST",4.56034929519946,0.486775480256912
"5548",4,"pH","LCS","Block1","ST",3.62409316387649,-0.467454733223214
"5549",5,"TP","LCS","Block1","ST",0.272097498201584,-0.879970475200317
"5550",6,"OP","LCS","Block1","ST",0.135753597429146,-0.572089928800216
"5551",7,"EC","LCS","Block1","ST",0.0542661008075494,-0.85766674184498
"5552",8,"TSS","LCS","Block1","ST",220.655696771988,-1.08044781108376
"5553",9,"TDS","LCS","Block1","ST",262.074324706774,-0.439224184727108
"5554",1,"NO3","ISCO","Block1","ST",1.26494687154516,-1.34368352989013
"5555",2,"NO2","ISCO","Block1","ST",-0.000570119373228522,-1.74112988300873
"5556",3,"TKN","ISCO","Block1","ST",0.0951955615495879,-1.52404603958556
"5557",4,"pH","ISCO","Block1","ST",0.855199645082586,-1.48181321774147
"5558",5,"TP","ISCO","Block1","ST",0.0819687734571098,-1.4609780907437
"5559",6,"OP","ISCO","Block1","ST",0.090210839957295,-0.932957945187858
"5560",7,"EC","ISCO","Block1","ST",0.020011314147432,-1.43775409446686
"5561",8,"TSS","ISCO","Block1","ST",37.4963881322325,-1.49760216951098
"5562",9,"TDS","ISCO","Block1","ST",11.0553685064793,-1.70190549956478
"5563",1,"NO3","GB","Block1","ST",8.48245978622199,0.879474306286413
"5564",2,"NO2","GB","Block1","ST",0.0936415839944175,0.592869079993191
"5565",3,"TKN","GB","Block1","ST",4.91776412952664,0.647732411025017
"5566",4,"pH","GB","Block1","ST",7.0314367407481,0.7807940143032
"5567",5,"TP","GB","Block1","ST",0.793120921569628,0.71220649469289
"5568",6,"OP","GB","Block1","ST",0.252077793682468,0.349630324651035
"5569",7,"EC","GB","Block1","ST",0.13914955175244,0.579791235301323
"5570",8,"TSS","GB","Block1","ST",1062.66883078402,0.837278627799719
"5571",9,"TDS","GB","Block1","ST",531.935483712228,0.918237611125195
"5572",1,"NO3","GBH","Block1","ST",6.71029993184842,0.333608837975782
"5573",2,"NO2","GBH","Block1","ST",0.0851106092755234,0.381522873146746
"5574",3,"TKN","GBH","Block1","ST",2.89333326189226,-0.263942616733788
"5575",4,"pH","GBH","Block1","ST",5.57242570250825,0.246298839389778
"5576",5,"TP","GBH","Block1","ST",0.715149665119674,0.473936902069297
"5577",6,"OP","GBH","Block1","ST",0.310523889445055,0.812740768863447
"5578",7,"EC","GBH","Block1","ST",0.110764104626905,0.0990981561290873
"5579",8,"TSS","GBH","Block1","ST",468.104726170469,-0.516870443005864
"5580",9,"TDS","GBH","Block1","ST",405.715205925657,0.283321472809522
"5581",1,"NO3","LCS","Block2","ST",2.76250938194965,-0.882400277677341
"5582",2,"NO2","LCS","Block2","ST",0.0389969580790099,-0.760895852188142
"5583",3,"TKN","LCS","Block2","ST",2.95525090730586,-0.236058843568855
"5584",4,"pH","LCS","Block2","ST",2.09443095954073,-1.0278323081943
"5585",5,"TP","LCS","Block2","ST",0.105719674702913,-1.38839855538745
"5586",6,"OP","LCS","Block2","ST",0.0102141328697167,-1.56682937956643
"5587",7,"EC","LCS","Block2","ST",0.0284226357127152,-1.29531265096088
"5588",8,"TSS","LCS","Block2","ST",293.408310400195,-0.914750145552226
"5589",9,"TDS","LCS","Block2","ST",170.082518846744,-0.901963477949846
"5590",1,"NO3","ISCO","Block2","ST",-1.44386015603122,-2.17805759215202
"5591",2,"NO2","ISCO","Block2","ST",0.00323107516511038,-1.64695916118206
"5592",3,"TKN","ISCO","Block2","ST",0.0666956752004747,-1.53688057747661
"5593",4,"pH","ISCO","Block2","ST",-0.723609346259669,-2.06019526274669
"5594",5,"TP","ISCO","Block2","ST",-0.0112962583991922,-1.74598338831372
"5595",6,"OP","ISCO","Block2","ST",-0.00740564134900209,-1.70644352074875
"5596",7,"EC","ISCO","Block2","ST",-0.0184908674182079,-2.08976891494107
"5597",8,"TSS","ISCO","Block2","ST",-5.99387024414887,-1.59665337780373
"5598",9,"TDS","ISCO","Block2","ST",14.8792272834882,-1.68267063737989
"5599",1,"NO3","GB","Block2","ST",7.21453486540006,0.488924645103712
"5600",2,"NO2","GB","Block2","ST",0.0861050913767163,0.406160153972149
"5601",3,"TKN","GB","Block2","ST",3.49320110590645,0.00619974381137817
"5602",4,"pH","GB","Block2","ST",5.61706247660088,0.262651107981929
"5603",5,"TP","GB","Block2","ST",0.534700906264445,-0.0774900495980176
"5604",6,"OP","GB","Block2","ST",0.257575475142865,0.393192408140838
"5605",7,"EC","GB","Block2","ST",0.115829850878933,0.184883986925538
"5606",8,"TSS","GB","Block2","ST",634.031386542152,-0.138964290884169
"5607",9,"TDS","GB","Block2","ST",354.55200786759,0.0259591796458453
"5608",1,"NO3","GBH","Block2","ST",4.85919172862637,-0.236574514136453
"5609",2,"NO2","GBH","Block2","ST",0.0577324177141501,-0.296743928417715
"5610",3,"TKN","GBH","Block2","ST",2.13232106243514,-0.606654155644272
"5611",4,"pH","GBH","Block2","ST",4.20738547169441,-0.253771000940488
"5612",5,"TP","GBH","Block2","ST",0.652961613762113,0.283898645182518
"5613",6,"OP","GBH","Block2","ST",0.267361439259114,0.470733638736151
"5614",7,"EC","GBH","Block2","ST",0.0826443554370377,-0.377095463927321
"5615",8,"TSS","GBH","Block2","ST",467.432177889967,-0.518402204883258
"5616",9,"TDS","GBH","Block2","ST",303.297631291678,-0.231861761791012
"5617",1,"NO3","LCS","Block1","CT",6.86143722354677,0.38016255507332
"5618",2,"NO2","LCS","Block1","CT",0.107891512399879,0.945896537647881
"5619",3,"TKN","LCS","Block1","CT",4.9946557674611,0.682359518953989
"5620",4,"pH","LCS","Block1","CT",6.35685396706122,0.533666865731158
"5621",5,"TP","LCS","Block1","CT",0.777032637992175,0.663042880451619
"5622",6,"OP","LCS","Block1","CT",0.255402290226931,0.375972701355589
"5623",7,"EC","LCS","Block1","CT",0.143333188162428,0.650638985529118
"5624",8,"TSS","LCS","Block1","CT",625.916241985307,-0.15744693283284
"5625",9,"TDS","LCS","Block1","CT",449.741430723364,0.504783199271925
"5626",1,"NO3","ISCO","Block1","CT",5.32862880820605,-0.0919772360440002
"5627",2,"NO2","ISCO","Block1","CT",0.0320208196676871,-0.93372257366505
"5628",3,"TKN","ISCO","Block1","CT",1.46202697289591,-0.908512022196822
"5629",4,"pH","ISCO","Block1","CT",3.38824178026815,-0.553856702249707
"5630",5,"TP","ISCO","Block1","CT",0.473170272748502,-0.265519326657641
"5631",6,"OP","ISCO","Block1","CT",0.148897714179867,-0.467939640097736
